KRAS mutation is present in a small subset of primary urinary bladder adenocarcinomas	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2559.2012.04309.x	 RE Alexander, A Lopez‐Beltran, R Montironi… - …, 2012 - Wiley Online Library	 R Montironi	 26	 0	 10.1111/j.1365-2559.2012.04309.x	 Histopathology	 2012 Dec;61(6):1036-42.	 Riley E Alexander	 22804747
Genetic profile of ductal adenocarcinoma of the prostate	 NaN	 https://www.sciencedirect.com/science/article/pii/S0046817717301338	 AH Seipel, T Whitington, B Delahunt, H Samaratunga… - Human Pathology, 2017 - Elsevier	 T Whitington	 22	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 28457729

Prognostic Significance of Prostate Cancer with Seminal Vesicle Invasion on Radical Prostatectomy: A National Registry Study	 Citation	 https://www.diva-portal.org/smash/record.jsf?pid=diva2:1091825	 L Egevad, A Kristiansen, L Drevin, B Delahunt… - Modern …, 2017 - diva-portal.org	 B Delahunt	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Molecular characterization of prostatic adenocarcinoma Gleason 4, cribriform pattern	 Citation	 NaN	 H Elfandy, F Pederzoli… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 F Pederzoli	 4	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Study of Role of Tumor Associated Macrophages and Tumor Infiltrating Dendritic Cells as Predictors of Response to BCG Immunotherapy in Non Muscle …	 Citation	 NaN	 S El-Gendi, A Rahmy, MA Atta… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Are Men with Gleason Score 3+ 4= 7 Cancer on Biopsy Candidates for Active Surveillance?	 Citation	 NaN	 JI Epstein, J Tosoian - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 JI Epstein	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 PMID: 23092544 
Composite pheochromocytoma/paraganglioma-ganglioneuroma: a clinicopathologic study of eight cases with analysis of succinate dehydrogenase	 NaN	 https://link.springer.com/article/10.1007/s12022-017-9494-3	 S Gupta, J Zhang, LA Erickson - Endocrine Pathology, 2017 - Springer	 S Gupta	 13	 0	 10.1007/s12022-017-9494-3	 Endocr Pathol	 2017 Sep;28(3):269-275.	 Sounak Gupta	 28752484
Testis Specific Y-Like Gene-5 (Tspyl-5) a Potential Biomarker to Stratify Tumor Phenotype in Prostate Cancer Patients	 Citation	 NaN	 M Esebua, SR Kumar… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Pathologic Factors Predicting Higher Clinical Stage in Testicular Non-Seminomatous Germ Cell Tumors (NSGCT): A Proposal for Upstaging Based on …	 Citation	 NaN	 AE Shandiz, K Trevino… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 29858564 
Prostatic Adenocarcinoma (PCA) with Poorly Formed Gland (PFG) and Cribriform Morphology: Grade Group (GG), Canary Histologic Analysis, and 17 …	 Citation	 NaN	 SM Falzarano, EA Klein… - MODERN …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 EA Klein	 2	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Down-Regulation of Fructose-1, 6-Bisphosphatase-1 (FBP1) in High Grade Urothelial Carcinoma (UC); as a New Diagnostic Marker to Differentiate Nested Variants of …	 NaN	 https://touroscholar.touro.edu/cgi/viewcontent.cgi?article=1016&context=nymc_fac_posters	 T Farooq, A Mashlah, F Saeed, H Islam, JI Epstein… - 2017 - touroscholar.touro.edu	 F Saeed	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Metastatic Tumors to the Bladder: Avoiding the Diagnostic Pitfall	 Citation	 NaN	 A Feldman, J Gordetsky - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 10.1177/1066896917741550	 Int J Surg Pathol	 2018 Apr;26(2):120-125.	 Alexander Feldman	 29166807
Correlation of Retrograde Nephroureteroscopy Biopsies with Resections for Presence of Urothelial Carcinoma and Carcinoma Upgrading	 Citation	 NaN	 S Fidai, T Antic - LABORATORY …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Prediction of Tumor Focality in the Upper Urinary Tract Based on Concurrent or History of Cystectomy or Biopsy Proven Bladder Cancer	 Citation	 NaN	 S Fidaz, T Antic - LABORATORY …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Clinicopathologic Features and Outcome in Primary T2 Prostatic Urethral Urothelial Carcinomas at a Single Academic Institution: Is There a Role for …	 Citation	 NaN	 J Friedman, AM Udager… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 AM Udager	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Clinicopathologic Characteristics of Patients Undergoing Radical Prostatectomy (RP) with High-Risk (PI-RADS 5) Lesions by Prostate Multiparametric …	 Citation	 NaN	 T Shah, AM Udager, R Mehra… - …, 2018 - … GROUP 75 VARICK ST, 9TH FLR …	 AM Udager	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Comparison Between Pathologic Findings in Targeted MRI Guided Prostate Needle Core Biopsies and Transrectal Ultrasound Guided Prostate Needle …	 Citation	 NaN	 R Geller, SG Nour, K Elfatahy… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 R Geller	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Detection of Clinically Significant Prostatic Adenocarcinoma in Patients with Targeted MRI Guided Prostate Needle Core Biopsies: Critical Role in Patients …	 Citation	 NaN	 R Geller, BL Vey, SG Nour… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 R Geller	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Nuclear Grade Is an Independent Predictor of Recurrence in Prostate Carcinoma	 Citation	 NaN	 WR Gesztes, AP Burke, DJ Kim… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Role of SATB2 in distinguishing the site of origin in glandular lesions of the bladder/urinary tract	 NaN	 https://www.sciencedirect.com/science/article/pii/S0046817717302435	 GA Giannico, AM Gown, JI Epstein, F Revetta… - Human pathology, 2017 - Elsevier	 GA Giannico	 18	 1	 NaN	 NaN	 NaN	 NaN	 NaN
CD34+ Tubular Basement Membrane in Germ Cell Tumors: Staging Pitfall	 Citation	 NaN	 A Gohlke, C Uram-Tuculescu… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 10.1111/his.14131	 Histopathology	 2020 Aug;77(2):331-333.	 Amanda L Gohlke	 32356916
Programmed Death-1 Expression in Micropapillary Urothelial Carcinoma of the Bladder: Role for Immune Checkpoint Inhibitors	 Citation	 NaN	 AL Goodman, AO Osunkoya - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Microsatellite Unstable (MSI-H) Prostate Cancer (PCA): Correlation of Morphology, Mismatch Repair Immunohistochemistry (MMR-IHC) and Next …	 Citation	 NaN	 A Gopalan, W Abida, S Middha… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 W Abida	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Anaplastic Features Do Not Influence Expression of PD-1 and PDL-1 in Testicular Seminomas	 Citation	 NaN	 Z Grada, SM El Jamal, Y Hui… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 Z Grada	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Characteristics of Small Renal Cell Carcinomas (<= 4 cm) Upstaged to pT3 on Final Pathology	 Citation	 NaN	 T Graham, WS Lai, J Zarzour… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Association of Genomic Prostate Scores (GPS) with Prostatectomy Rates and Pathology at the Time of Prostatectomy	 Citation	 NaN	 N Greenland, B Stohr, J Simko - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
NKX3. 1 and PSMA Are Reliable Markers for Prostatic Carcinoma in Bone Metastasis After Decalcification	 Citation	 NaN	 SR Guma, J Melamed, M Zhou… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 M Zhou	 NaN	 0	 PMC6261873	 Am J Clin Exp Urol	 2018 Oct 20;6(5):182-188.	 Hongying Huang	 30510970
Argininosuccinate Synthetase Loss in High Grade Neuroendocrine Carcinomas of the Urinary Bladder: Implications for Targeted Therapy with ADI-PEG 20	 Citation	 NaN	 S Gupta, D Sahu, P Thapa… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 S Gupta	 NaN	 1	 10.1007/s12022-018-9516-9	 Endocr Pathol	 2018 Sep;29(3):236-241.	 Sounak Gupta	 29453600
6p21 Amplified Renal Cell Carcinoma: A Distinct Entity with Potential Implications for Clinical Management.	 Citation	 NaN	 S Gupta, SH Johnson… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 S Gupta	 NaN	 1	 10.1038/modpathol.2017.24	 Mod Pathol	 2017 Jul;30(7):998-1012.	 Sounak Gupta	 28338654
Molecular Characterization of High Grade Neuroendocrine Carcinoma of the Urinary Bladder	 Citation	 NaN	 S Gupta, LPH Hernandez… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 S Gupta	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 PMID: 30946934 
Clear Cell Papillary Renal Cell Carcinoma: A Whole Exome Sequencing Study	 Citation	 https://touroscholar.touro.edu/nymc_fac_abstracts/61/	 S Hajiyeva, W Huang, C Yin, X Yang, J Fallon… - 2017 - touroscholar.touro.edu	 S Hajiyeva	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Non-Invasive Spread of Urothelial Carcinoma (UCa) within Urachal Remnants: An Underecognized Phenomenon with Potential for Overstaging as …	 Citation	 NaN	 L Han, GP Paner - MODERN PATHOLOGY, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 GP Paner	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Comparison of PELP1 and GATA3 Protein Expression in Urothelial Carcinoma in Cystoprostatectomy Specimens	 Citation	 NaN	 L Harinath, S Patel, E Lynch… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Prognostic Biomarkers of Systemic Inflammation in Patients with Metastatic Renal Cell Carcinoma	 Citation	 NaN	 WB Harris, O Kucuk… - MODERN …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 O Kucuk	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 28618965
Should Gleason Score 6 Prostate Cancer Be Renamed as" Not Cancer"? Incidence of Extra-Prostatic Extension at Radical Prostatectomy (RP) with Pure …	 Citation	 NaN	 O Hassan, JI Epstein - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 JI Epstein	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
High Expression of MAP1B in Urothelial Carcinoma: with Special Attention to Prognostic Impact and Biological Aggressiveness	 Citation	 NaN	 HL He, YL Shiue, CF Li - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 YL Shiue	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Validation of gene expression signatures for genomic identification of neuroendocrine prostate cancer	 NaN	 https://www.pcf.org/wp-content/uploads/2016/10/BISMAR_TAREK_20005786_ABSTRACT.pdf	 S Hegazy, AW Wyatt, J Lehrer, H Abou Ouf… - LABORATORY …, 2017 - pcf.org	 S Hegazy	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Adult Genitourinary Rhabdomyosarcomas: An Analysis of Neuroendocrine Differentiation	 Citation	 NaN	 LPH Hernandez, S Gupta… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 S Gupta	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 30946934 
Evaluation of RNA ISH Assay for TFE3 Expression in Comparison to IHC and FISH: Do We Have a Third Approach?	 Citation	 NaN	 KH Mohammed, MT Siddiqui… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 KH Mohammed	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Paraganglioma of the Urinary Bladder: A Pathologic and Clinical Study of 26 Cases	 Citation	 NaN	 CJ Hruska, B Czerniak, C Guo - MODERN …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Histologic Spetrum of Metastatic Castration-Resistant Prostate Cancer	 Citation	 NaN	 J Huang, Y Yin, G Thomas… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 J Huang	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Evaluation of Histological Changes in Radical Prostatectomy (RP) After Neoadjuvant Androgen Deprivation Therapy (NeoADT): Comparison Between …	 Citation	 NaN	 KC Huang, L Mirsadraei… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 L Mirsadraei	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
How Useful Is MRI Guidance in Detecting Prostate Cancer versus Systematic Biopsy-A Single Institution Experience Based on Evaluation of> 1,000 …	 Citation	 NaN	 I Hughes, V Parimi, J Yacoub… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 V Parimi	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Missing Cancer by Targeted Prostate Biopsy-How Often Does It Matter?-A Single Institution Experience	 Citation	 NaN	 I Hughes, V Parimi, J Yacoub… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 V Parimi	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Atypical Adrenal Adenomas: A Radiological and Pathological Study of 159 Cases	 Citation	 NaN	 L Hui, MG Elbanan, KM Elsayes… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 MG Elbanan	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Cell polarity reversal distinguishes true micropapillary growth from retraction artifact in invasive urothelial carcinoma	 NaN	 https://www.ingentaconnect.com/content/wk/aimm/2018/00000026/00000001/art00002	 Y Hui, KA Lombardo, MR Quddus… - Applied …, 2018 - ingentaconnect.com	 NaN	 6	 0	 10.1097/PAI.0000000000000566	 Appl Immunohistochem Mol Morphol	 2018 Jan;26(1):e1-e6.	 Yiang Hui	 28800010
Correlation of Prostate Cancer PI-RADS v2 Assessment Categories with Gleason Pattern and Tumor Quantity in Whole Mount Radical Prostatectomy …	 Citation	 NaN	 MJ Hwang, J Weinreb… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 J Weinreb	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Nuclear Factor (NF)-kappa B Immunohistochemistry in Bladder Cancer as a Predictor of Tumor Progression as Well as Chemosensitivity	 Citation	 NaN	 S Inoue, E Kashiwagi, H Ide… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
The Discovery of Methylation and RNA Biomarkers of Prostate Cancer Upgrading After Surgery in Patients with Gleason Score 6 Biopsies	 Citation	 NaN	 N Janaki, P Muppa, S Terra… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 N Janaki	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Pseudosarcomatous myofibroblastic proliferations of the genitourinary tract are genetically different from nodular fasciitis and lack USP6, ROS1 and ETV6 gene …	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1111/his.13526	 JAS Jebastin, SC Smith, KD Perry, NS Gupta… - …, 2018 - Wiley Online Library	 JAS Jebastin	 11	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Mcl-1 Protein Overexpression and MCL1 Gene Amplification in Urothelial Carcinoma of the Urinary Bladder	 Citation	 NaN	 BVS Kallakury, S Kim… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
The Utility of AMACR as a Diagnostic Marker for Urothelial Carcinoma In Situ, a Study Supported by Morphometric Image Analysis and Triple …	 Citation	 NaN	 NN Kamel, ZS Elalfy, SE Anis… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Correlation of MET complete status and outcome in patients with metastatic clear cell renal cell carcinoma (m-ccRCC) treated by sunitinib.	 NaN	 https://ascopubs.org/doi/abs/10.1200/JCO.2016.34.15_suppl.e16079	 SF Kammerer-Jacquet, S Medane, A Brunot… - 2016 - ascopubs.org	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Hilar Fat Infiltration: An Independent Prognostic Factor in Metastatic Clear Cell Renal Cell Carcinoma with Sunitinib First-Line Treatment	 Citation	 https://univ-rennes.hal.science/hal-01500477/	 SF Kammerer-Jacquet, A Brunot… - Laboratory …, 2017 - univ-rennes.hal.science	 NaN	 NaN	 0	 10.1016/j.urolonc.2017.05.015	 Urol Oncol	 2017 Oct;35(10):603.e7-603.e14.	 Solène-Florence Kammerer-Jacquet	 28619630
Nomogram Predicting Prognosis in Metastatic Patients with Clear Cell Renal Cell Carcinoma Treated by First-Line Sunitinib	 NaN	 https://hal.science/hal-01500476/	 SF Kammerer-Jacquet, F Dugay, K Bensalah… - Laboratory …, 2017 - hal.science	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
PD-L1 Expression in High Grade Locally-Advanced Renal Cell Carcinoma	 Citation	 NaN	 S Kandukuri, TK Choueiri… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 TK Choueiri	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Morphologic and Clinical Features of So-Called'Oncocytic Papillary Renal Cell Carcinoma'	 Citation	 NaN	 S Kandukuri, TR Soong… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Immunohistochemistry of Sex Hormone Receptors and Related Signals in Bladder Cancer as Predictors of Chemosensitivity	 Citation	 NaN	 E Kashiwagi, H Ide, S Inoue… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Immunohistochemical phenotype analysis of a large series of sarcomatoid renal cell carcinoma	 Citation	 NaN	 F Kawakami, K Sircar… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 1	 0	 NaN	 NaN	 NaN	 NaN	 NaN
GATA3 positivity in benign radiated prostate glands	 NaN	 https://www.ingentaconnect.com/content/wk/ajsp/2017/00000041/00000004/art00015	 SE Wobker, A Khararjian… - The American Journal of …, 2017 - ingentaconnect.com	 SE Wobker	 11	 0	 10.1097/PAS.0000000000000798	 Am J Surg Pathol	 2017 Apr;41(4):557-563.	 Sara E Wobker	 28291125
Peyronie Disease-A Contemporary Interinstitutional Cohort Emphasizing Histopathology	 Citation	 NaN	 C King, KG Lindsey, L Spruill… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Racial Disparity in Expression of GDF-15 and NF-kB in Prostate Cancer and Benign Prostate	 Citation	 NaN	 O Kravtsov, M Solanki… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 O Kravtsov	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Historic Gleason Score (GS) 3+ 5= 8 (Grade Group (GG) 4) Prostate Cancer (PC) Has Low Reproducibility with 2014 ISUP Grading	 Citation	 NaN	 ON Kryvenko, N Hijazi… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
The Impact of Consistent Reporting of the Presence or Absence of Muscularis Propria in Bladder Biopsies at an Academic Center	 Citation	 NaN	 R Lapadat, EM Wojcik… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 EM Wojcik	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Interobserver reproducibility of the Paris system for reporting urinary cytology	 Html	 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5545779/	 T Long, LJ Layfield, M Esebua, SR Frazier… - Cytojournal, 2017 - ncbi.nlm.nih.gov	 SR Frazier	 47	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 28828030 
GLUT1 Expression Is Related to Tumor Recurrence and Survival in Renal Cell Carcinoma Clear Cell Type	 Citation	 https://repositorio.usp.br/item/002841871	 KRM Leite, PA Carvalho, CM Pinheiro, ST Reis… - Modern …, 2017 - repositorio.usp.br	 KRM Leite	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Comparative Analysis of Histopathology Assessment Criteria to Predict Progression in PT1 Bladder Cancer	 Citation	 NaN	 MZ Leivo, D Sahoo… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 D Sahoo	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Re‐evaluation of 33 'unclassified'eosinophilic renal cell carcinomas in young patients	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1111/his.13395	 Y Li, VE Reuter, A Matoso, GJ Netto, JI Epstein… - …, 2018 - Wiley Online Library	 VE Reuter	 104	 0	 PMC7582203	 Histopathology	 2018 Mar;72(4):588-600.	 Yunjie Li	 28898443
Urothelial Carcinoma with Loss of MSH2 and/or MSH6 Expression: A Clinicopathologic Study of 11 Cases	 Citation	 NaN	 L Liang, P Rao - LABORATORY …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Linking Histological Phenotype to Molecular Changes in Sunitinib Resistant Clear Cell Renal Cell Carcinoma	 Citation	 NaN	 Z Lichner, R Saleeb, H Butz… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 Z Lichner	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Immunohistochemical Evaluation of NKX3. 1 Expression in Prostatic Ductal Adenocarcinomas	 Citation	 NaN	 H Liu, ML Wilkerson, F Lin - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
NKX3. 1 Is the Most Sensitive Immunohistochemical Marker in Identifying Metastatic Prostatic Carcinomas	 Citation	 NaN	 H Liu, ML Wilkerson, F Lin - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Concordance Study of 4 Anti-PD-L1 Antibodies in Primary and Metastatic Bladder Cancer	 Citation	 NaN	 T Long, R Fulton… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 R Fulton	 NaN	 0	 10.1038/modpathol.2017.188	 Mod Pathol	 2018 Apr;31(4):623-632.	 Maria Tretiakova	 29271413
Incidence of succinate dehydrogenase and fumarate hydratase–deficient renal cell carcinoma based on immunohistochemical screening with SDHA/SDHB and FH …	 NaN	 https://www.sciencedirect.com/science/article/pii/S0046817719301236	 S Gupta, AA Swanson, YB Chen, T Lopez, D Milosevic… - Human pathology, 2019 - Elsevier	 S Gupta	 58	 0	 PMC7528421	 Hum Pathol	 2019 Sep:91:114-122.	 Sounak Gupta	 31299266
Metastatic Lymph Node Involvement in Anterior Prostatic Fat and Implications for the Pathologist	 Citation	 NaN	 N Lopez-Hisijos, IS Genco… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 IS Genco	 NaN	 0	 10.1093/ajcp/aqy048	 Am J Clin Pathol	 2018 Jul 3;150(2):130-136.	 Nicolas Lopez-Hisijos	 29893778
Clinical Significance of Urothelial Papillary Proliferation of Unknown Malignant Potential (UPUMP): A Retrospective Study of 79 Patients	 Citation	 NaN	 BM Lowenthal, MB Amin… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 MB Amin	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
The association of cribriform lesions with prostatic adenocarcinoma outcomes: a meta analysis	 Citation	 NaN	 X Luo, N Jhala, JS Khurana - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 X Luo	 2	 1	 10.5858/arpa.2017-0582-RA	 Arch Pathol Lab Med	 2019 Aug;143(8):1012-1021.	 Xunda Luo	 30702333
The Use of the Composit Biopsy Grade Score in the Outcome Prediction for Radical Prostatectomy	 Citation	 NaN	 X Luo, N Jhala, H Zhao… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 X Luo	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Ethnicity Background and the Predictive Power of the Composite Biopsy Grade Score on the Outcomes of Prostatic Adenocarcinoma	 Citation	 NaN	 X Luo, P Lal, N Jhala… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 X Luo	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
The Role of SATB2 Immunohistochemistry in the Differential Diagnosis of Malignant Glandular Lesions of the Urinary Bladder	 Citation	 NaN	 N Mackrides, M Jorda, A Pinto - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Testicular Hemangioma: A Single Institutional Experience	 Citation	 NaN	 SA Mann, TM Ulbright, M Idrees - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
GATA-3 is a specific marker for clear cell papillary renal cell carcinoma	 Citation	 NaN	 JG Mantilla, T Antic… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 JG Mantilla	 5	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Utility of clinical risk stratification in the selection of muscle-invasive bladder cancer patients for neoadjuvant chemotherapy: a retrospective cohort study	 Html	 https://content.iospress.com/articles/bladder-cancer/blc160062	 FC von Rundstedt, DA Mata, ON Kryvenko… - Bladder …, 2017 - content.iospress.com	 DA Mata	 22	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Histopathologic and Immunohistochemical Findings in Orchiectomy Specimens of Patients Undergoing Gender Reassignment Surgery	 Citation	 NaN	 A Matoso, LJ Wang, S Mangray… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 A Matoso	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Gynecologic Organ Involvement by Malignancy in Radical Cystectomies (RC) for Urothelial Carcinoma (UC)	 Citation	 NaN	 CE Matrai, A Ayangbesan… - MODERN …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 A Ayangbesan	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
The Incidence and Outcome of Xp11. 2 Translocation Renal Cell Carcinomas (RCC): A Single Institutional Experience	 Citation	 NaN	 D Matson, HL Harper… - …, 2017 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Incidence of clear cell papillary renal cell carcinoma in low-grade renal cell carcinoma cases: A 12-year retrospective clinicopathologic study from a single cancer …	 NaN	 https://journals.sagepub.com/doi/abs/10.1177/1066896915613432	 …, S Kandel, S George, T Schwaab… - … Journal of Surgical …, 2016 - journals.sagepub.com	 S George	 16	 0	 NaN	 NaN	 NaN	 NaN	 NaN
